location name,nws shef id,usgs id,latitude,longitude,wfo,rfc,state,county,wrr,timezone,inundation,elevation,action stage,flood stage,moderate flood stage,major flood stage,flood stage unit,coeid,hydrograph page,pedts,in service,hemisphere,low water threshold value / units,forecast status,display low water impacts,low flow display,give data attribution,attribution wording,fema wms,probabilistic site,weekly chance probabilistic enabled,short-term probabilistic enabled,chance of exceeding probabilistic enabled,nrldb vertical datum name,nrldb vertical datum,navd88 vertical datum,ngvd29 vertical datum,msl vertical datum,other vertical datum
" SOUTH FORK JABEZ BRANCH AT MILLERSVILLE, MD ",MLRM2,1589795,39.06833333,-76.65166667,LWX,MARFC,MD,Anne Arundel,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLRM2,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,TRUE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
Big Hole River near Melrose,MLRM8,6025500,45.52666667,-112.7008333,TFX,MBRFC,MT,Madison,,MST7MDT,FALSE,,5,6,7.5,8,ft,,https://water.noaa.gov/gauges/MLRM8,HGIRG,TRUE,, ,"Forecasts are issued routinely during the warm season, and as needed at other times of the year.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,5032.87,,,,
Llano River near Mason,MLRT2,8150700,30.66055556,-99.10888889,SJT,WGRFC,TX,Mason,,CST6CDT,FALSE,,11,18,24,28,ft,,https://water.noaa.gov/gauges/MLRT2,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,,,,,,
Marlin Run at Marlinton,MLRW2,3182050,38.22,-80.08111111,RLX,OHRFC,WV,Pocahontas,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLRW2,HGIRG,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Little Sioux River near Montgomery,MLSI4,,43.459518,-95.230817,FSD,MBRFC,IA,Dickinson,,CST6CDT,FALSE,,1390,1391,1393,1394.5,ft,,https://water.noaa.gov/gauges/MLSI4,HGIRP,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of Iowa Flood Center,,FALSE,FALSE,FALSE,FALSE,NAVD88,0,,,,
Unicorn Branch near Millington,MLTM2,1493000,39.24972222,-75.86138889,PHI,MARFC,MD,Queen Annes,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLTM2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,2.78,,,,
Neponset River at Milton Village,MLTM3,11055566,42.2709321,-71.06838369,BOX,NERFC,MA,Norfolk,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLTM3,HGIRG,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,0,,,,
Duck River near Milltown,MLTT1,3599240,35.57611111,-86.77861111,OHX,LMRFC,TN,Marshall,,CST6CDT,FALSE,,30,36,40,45,ft,,https://water.noaa.gov/gauges/MLTT1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,609.29,,,,
Ohio River at McAlpine Upper,MLUK2,3293551,38.26583333,-85.76888889,LMK,OHRFC,KY,Jefferson,,EST5EDT,FALSE,,21,23,30,38,ft,,https://water.noaa.gov/gauges/MLUK2,HPIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,407.18,,,,
Ouachita River at Monroe,MLUL1,7367005,32.50027778,-92.11972222,SHV,LMRFC,LA,Ouachita,,CST6CDT,TRUE,,35.5,40,43,45,ft,,https://water.noaa.gov/gauges/MLUL1,HGIRG,TRUE,,19 ft,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,FALSE,TRUE,,,,,,
Marais Des Cygnes River at Melvern Lake,MLVK1,6910997,38.50944444,-95.71,TOP,MBRFC,KS,Osage,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLVK1,HPIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,FALSE,TRUE,NGVD29,0,,,,
Atchafalaya River at Melville,MLVL1,,30.69055556,-91.73611111,LCH,LMRFC,LA,St. Landry,,CST6CDT,FALSE,,33,34,45,50,ft,,https://water.noaa.gov/gauges/MLVL1,HGIRG,TRUE,,0 ft,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,U.S. Corps of Engineers,,TRUE,TRUE,TRUE,TRUE,,,,,,
Mansker Creek near Millersville,MLVT1,3426387,36.3575,-86.725,OHX,OHRFC,TN,Davidson,,CST6CDT,FALSE,,7,9,11,13,ft,,https://water.noaa.gov/gauges/MLVT1,HGIRZ,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Little La Crosse River at Market Road,MLVW3,,43.7876,-90.7919,ARX,NCRFC,WI,Monroe,,CST6CDT,FALSE,,4,6,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLVW3,HGIRP,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Monroe County,,FALSE,FALSE,FALSE,FALSE,,,,,,
Beargrass Creek at Mellwood,MLWK2,3293510,38.26694444,-85.72138889,LMK,OHRFC,KY,Jefferson,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLWK2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,412.18,,,,
Mud Lake near Wheaton,MLWM5,5049900,45.83586,-96.57294,ABR,NCRFC,MN,Traverse,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLWM5,HPIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,968,,,,
Spout Run near Millwood,MLWV2,1636316,39.06694444,-78.00388889,LWX,MARFC,VA,Clarke,,EST5EDT,FALSE,,10,12.5,15,17,ft,,https://water.noaa.gov/gauges/MLWV2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,429.54,,,,
Ohio River at Louisville Water Tower,MLXK2,3292494,38.28111111,-85.70222222,LMK,OHRFC,KY,Jefferson,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLXK2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,406.68,,,,
Yellow River (AL) near Milton,MLYF1,2369600,30.56944444,-86.92361111,MOB,SERFC,FL,Santa Rosa,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLYF1,HGIRG,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,-35.5,,,,
Green River (KY) near Mammoth Cave,MMCK2,3309000,37.18,-86.1125,LMK,OHRFC,KY,Edmonson,,CST6CDT,FALSE,,20,32,57,62,ft,,https://water.noaa.gov/gauges/MMCK2,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,TRUE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,409.35,,,,
Genesee River at Mount Morris Dam,MMDN6,4224000,42.73055556,-77.90444444,BUF,NERFC,NY,Livingston,,EST5EDT,FALSE,,720,760,760,760,ft,,https://water.noaa.gov/gauges/MMDN6,HPIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,U.S. Army Corps of Engineers,,TRUE,TRUE,TRUE,TRUE,,,,,,
Medina River near Macdona,MMDT2,8180700,29.33472222,-98.68944444,EWX,WGRFC,TX,Bexar,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MMDT2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,590.39,,,,
White River below Mud Mountain Dam,MMDW1,12098500,47.15138889,-121.9486111,SEW,NWRFC,WA,King,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MMDW1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,0,,,,
Great Miami River at Miamisburg,MMGO1,3271500,39.6445028,-84.2896639,ILN,OHRFC,OH,Montgomery,,EST5EDT,FALSE,,12,16,23,27,ft,,https://water.noaa.gov/gauges/MMGO1,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,Miami Conservancy/USGS,,TRUE,TRUE,TRUE,TRUE,,,,,,
White River below Clearwater River,MMIW1,12097850,47.14694444,-121.8586111,SEW,NWRFC,WA,Pierce,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MMIW1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,1100,,,,
Illinois River at Marseilles Lock (tailwater),MMOI2,,41.328408,-88.755137,LOT,NCRFC,IL,La Salle,,CST6CDT,FALSE,,466.5,467,-9999,-9999,ft,,https://water.noaa.gov/gauges/MMOI2,HTIRG,TRUE,,456.5 ft,Forecasts are issued routinely year-round.,TRUE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,TRUE,FALSE,NAVD88,-0.19,,,,
Merritts Mill Pond Outfall below US Highway 90,MMPF1,,30.75302,-85.19353,TAE,SERFC,FL,Jackson,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MMPF1,HGIRG,FALSE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,NWFWMD,,FALSE,FALSE,FALSE,FALSE,NAVD88,0,,,,
South Fork Musselshell above Martinsdale,MMRM8,6118500,46.45333333,-110.3822222,TFX,MBRFC,MT,Meagher,,MST7MDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MMRM8,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,4900,,,,
Missouri River below Mandan,MMRN8,6349070,46.75,-100.8386111,BIS,MBRFC,ND,Burleigh,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MMRN8,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,1601.38,,,,
White River at Mud Mtn. Dam - Outflow,MMRW1,,47.14083333,-121.93,SEW,NWRFC,WA,King,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MMRW1,QRIRZ,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Army Corp. of Engineers,,FALSE,FALSE,TRUE,FALSE,NGVD29,0,,,,
Kanawha River below Marmet Locks,MMTW2,,38.25277778,-81.56944444,RLX,OHRFC,WV,Kanawha,,EST5EDT,FALSE,,37,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MMTW2,HTIRZ,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,NGVD29,560,,,,
Matadero Creek at Lambert Avenue,MMVC1,,37.4222,-122.1358,MTR,CNRFC,CA,Santa Clara,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MMVC1,HGIRG,TRUE,,0 ft,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,SCVWD,,FALSE,FALSE,FALSE,FALSE,,,,,,
North Texas Lakes at Lake Mineral Wells,MMWT2,8090700,32.81666667,-98.04166667,FWD,WGRFC,TX,Parker,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MMWT2,HPIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Middle Fork Crow River near Manannah,MNAM5,,45.24361111,-94.61944444,MPX,NCRFC,MN,Meeker,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MNAM5,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Obs courtesy of MN DNR & MPCA,,FALSE,FALSE,FALSE,FALSE,NAVD88,1067.15,,,,
Guyandotte River at Man,MNAW2,3203000,37.74027778,-81.87694444,RLX,OHRFC,WV,Logan,,EST5EDT,FALSE,,13,15,20,22,ft,,https://water.noaa.gov/gauges/MNAW2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,TRUE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,710.06,,,,
Yahara River at Madison-Lake Monona,MNAW3,5429000,43.06333333,-89.39696,MKX,NCRFC,WI,Dane,,CST6CDT,FALSE,,8,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MNAW3,HGIRP,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,839.86,,,,
Mendenhall River at Mendenhall Loop Road Bridge near Auke Bay,MNBA2,15052580,58.40416667,-134.5844444,AJK,APRFC,AK,Juneau,,AST9ADT,FALSE,,10.5,11.5,12.5,-9999,ft,,https://water.noaa.gov/gauges/MNBA2,HGIRZ,FALSE,, ,"Forecasts are issued routinely during the warm season, and as needed at other times of the year.",FALSE,FALSE,TRUE,Observations courtesy of the National Weather Service,,TRUE,TRUE,FALSE,TRUE,STND,0,,,,
Manokin Branch near Princess Anne,MNBM2,1486000,38.21388889,-75.67138889,AKQ,MARFC,MD,Somerset,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MNBM2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,6.2,,,,
Appomattox River at ROUTE 602 NEAR MANNBORO,MNBV2,2040892,37.31805556,-77.80166667,AKQ,MARFC,VA,Chesterfield,,EST5EDT,FALSE,,15,18,-9999,-9999,ft,,https://water.noaa.gov/gauges/MNBV2,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,160.66,,,,
Mountaintown Creek at GA 282 near Ellijay,MNCG1,2381090,34.70305556,-84.53944444,FFC,SERFC,GA,Gilmer,,EST5EDT,FALSE,,10,12,15,18,ft,,https://water.noaa.gov/gauges/MNCG1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,1277.71,,,,
Mendenhall River near Auke Bay,MNDA2,15052500,58.42972222,-134.5727778,AJK,APRFC,AK,Juneau,,AST9ADT,TRUE,,8,9,10,14,ft,,https://water.noaa.gov/gauges/MNDA2,HGIRZ,TRUE,, ,"Forecasts are issued routinely during the warm season, and as needed at other times of the year.",FALSE,FALSE,TRUE,Observations courtesy of the US Geological Survey,,TRUE,TRUE,TRUE,TRUE,STND,0,,,,
Mosquito Creek near Neola,MNEI4,,41.4668,-95.6039,OAX,MBRFC,IA,Pottawattamie,,CST6CDT,FALSE,,1094,1098.5,-9999,-9999,ft,,https://water.noaa.gov/gauges/MNEI4,HGIRP,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,the Iowa Flood Center,,FALSE,FALSE,FALSE,FALSE,,,,,,
Bayou Dorcheat at Dixie Inn,MNEL1,7349000,32.5974,-93.3319,SHV,LMRFC,LA,Webster,,CST6CDT,FALSE,,13.5,14,20,24,ft,,https://water.noaa.gov/gauges/MNEL1,HGIRG,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,,,,,,
North Fork Triplett Creek near Morehead,MNFK2,3250100,38.19916667,-83.48055556,JKL,OHRFC,KY,Rowan,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MNFK2,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,678.03,,,,
Walnut Creek near Mansfield,MNFT2,8049700,32.58083333,-97.10166667,FWD,WGRFC,TX,Tarrant,,CST6CDT,FALSE,,16,19,22,25,ft,,https://water.noaa.gov/gauges/MNFT2,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,,,,,,
Fox River at Montgomery,MNGI2,5551540,41.73355,-88.333336,LOT,NCRFC,IL,Kane,,CST6CDT,FALSE,,13,13.5,15,16,ft,,https://water.noaa.gov/gauges/MNGI2,HGIRG,TRUE,,10.5 ft,"Forecasts are issued as needed during times of high water, but are not routinely available.",TRUE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,603.2,,,,
Knife River (ND) at Manning,MNGN8,6339100,47.23611111,-102.7694444,BIS,MBRFC,ND,Dunn,,MST7MDT,FALSE,,13,15,17,20,ft,,https://water.noaa.gov/gauges/MNGN8,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,2158.2,,,,
Whetstone Creek at Mt. Gilead,MNGO1,3223425,40.54888889,-82.82138889,CLE,OHRFC,OH,Morrow,,EST5EDT,FALSE,,6,9,12.5,18,ft,,https://water.noaa.gov/gauges/MNGO1,HGIRG,TRUE,,0 ft,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,1073.49,,,,
North Fork Crow River near Manannah,MNHM5,,45.25277778,-94.54666667,MPX,NCRFC,MN,Meeker,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MNHM5,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Obs courtesy of Minnesota DNR (18063001),,FALSE,FALSE,TRUE,FALSE,NGVD29,1000,,,,
Chiques Creek at Manheim,MNHP1,,40.182777,-76.394997,CTP,MARFC,PA,Lancaster,,EST5EDT,FALSE,,7,8,-9999,-9999,ft,,https://water.noaa.gov/gauges/MNHP1,HGIRP,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,NGVD29,235,,,,
St. Marys River at Moniac,MNIG1,2228500,30.5175,-82.23055556,JAX,SERFC,GA,Charlton,,EST5EDT,FALSE,,10,12,15,17,ft,,https://water.noaa.gov/gauges/MNIG1,HGIR2,TRUE,,4.2 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,TRUE,FALSE,,,,,,
Cahaba River at Marion Junction,MNJA1,2425000,32.44388889,-87.18027778,BMX,SERFC,AL,Dallas,,CST6CDT,FALSE,,15,36,40,43,ft,,https://water.noaa.gov/gauges/MNJA1,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,,,,,,
Minnesota River at Mankato,MNKM5,5325000,44.1689,-94.0031,MPX,NCRFC,MN,Blue Earth,,CST6CDT,FALSE,,15,22,25,30,ft,,https://water.noaa.gov/gauges/MNKM5,HGIRP,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,TRUE,TRUE,Obs courtesy of USGS (05325000),,TRUE,TRUE,TRUE,TRUE,NAVD88,747.92,,,,
Coastal Reference Monitoring System near Magnolia,MNLL1,2.92952E+14,29.49777778,-89.76055556,LIX,LMRFC,LA,Plaquemines,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MNLL1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,-1.22,,,,
West Hobolochitto Creek near McNeill,MNLM6,2492360,30.66222222,-89.68611111,LIX,LMRFC,MS,Pearl River,,CST6CDT,FALSE,,12,15,18,20,ft,,https://water.noaa.gov/gauges/MNLM6,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,55.64,,,,
Mud Creek (NC) at N Main St 1 N Hendersonville,MNMN7,344632850,35.335,-82.463611,GSP,LMRFC,NC,Henderson,,EST5EDT,FALSE,,11.5,14,17,20,ft,,https://water.noaa.gov/gauges/MNMN7,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,2061.2,,,,
Cannon Valley Creek near Cashton - Manna Avenue,MNNW3,,43.7974,-90.8297,ARX,NCRFC,WI,Monroe,,CST6CDT,FALSE,,4.5,6.5,-9999,-9999,ft,,https://water.noaa.gov/gauges/MNNW3,HGIRP,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Monroe County,,FALSE,FALSE,FALSE,FALSE,,,,,,
Escambia River near Molino,MNOF1,2376033,30.67,-87.26666667,MOB,SERFC,FL,Escambia,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MNOF1,HGIRG,TRUE,,0 ft,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,0,,,,
Elizabeth River near Money Point (IN MLLW),MNPV2,,36.77833333,-76.30166667,AKQ,MARFC,VA,City of Norfolk,,EST5EDT,FALSE,,4.5,5,6,7,ft,,https://water.noaa.gov/gauges/MNPV2,HMIRG,TRUE,,-1 ft,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,National Ocean Service,,FALSE,FALSE,FALSE,FALSE,MHHW*,-3.2,,,,
Mancos River near Mancos,MNRC2,,37.3572184,-108.254803,GJT,CBRFC,CO,Montezuma,,MST7MDT,FALSE,,5,6,7.8,9,ft,,https://water.noaa.gov/gauges/MNRC2,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,NGVD29,7235,,,,
Manor Kill at West Conesville near Gilboa,MNRN6,1350080,42.37694444,-74.41333333,ALY,NERFC,NY,Schoharie,,EST5EDT,FALSE,,5,6,-9999,-9999,ft,,https://water.noaa.gov/gauges/MNRN6,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,1255.95,,,,
Long Tom River at Monroe,MNRO3,14170000,44.31305556,-123.2963889,PQR,NWRFC,OR,Benton,,PST8PDT,FALSE,,8.5,9,11,12,ft,,https://water.noaa.gov/gauges/MNRO3,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,TRUE,FALSE,,,,,,
San Saba River at Menard,MNRT2,8144500,30.91906245,-99.7856254,SJT,WGRFC,TX,Menard,,CST6CDT,FALSE,,8,18,22,26,ft,,https://water.noaa.gov/gauges/MNRT2,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,,,,,,
"Mill Creek (Marion Co., OR) at North Salem High School at Salem",MNSO3,,44.9425,-123.0238889,PQR,NWRFC,OR,Marion,,GMT0GMT,FALSE,,9.3,10.3,-9999,11.6,ft,,https://water.noaa.gov/gauges/MNSO3,HGIRR,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,Mid-Willamette Vly High Water Watch,,FALSE,FALSE,FALSE,FALSE,,,,,,
Brodhead Creek at Minisink Hills,MNSP1,1442500,40.99861111,-75.14305556,PHI,MARFC,PA,Monroe,,EST5EDT,FALSE,,8,10,12,15,ft,,https://water.noaa.gov/gauges/MNSP1,HGIRG,TRUE,,0 ft,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,301.25,,,,
Wynoochee River near Montesano,MNSW1,12037400,47.01166667,-123.6541667,SEW,NWRFC,WA,Grays Harbor,,PST8PDT,FALSE,,39,42.5,43.5,44.5,ft,,https://water.noaa.gov/gauges/MNSW1,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,TRUE,FALSE,NAVD88,0,,,,
